U+1F42C,flipper,dolphin,animal,marine,mammal,,,,,,,
U+1F41F,Pisces,fish,zodiac,animal,marine,,,,,,,
U+1F420,tropical,fish,animal,marine,,,,,,,,
U+1F421,blowfish,fish,animal,marine,,,,,,,,
U+1F988,shark,fish,animal,marine,,,,,,,,
U+1F419,octopus,animal,marine,,,,,,,,,
U+1F41A,shell,spiral,animal,marine,,,,,,,,
U+1F980,zodiac,Cancer,crab,animal,marine,,,,,,,
U+1F990,food,small,shellfish,shrimp,animal,marine,,,,,,
U+1F991,food,squid,molusc,animal,marine,,,,,,,
U+1F40C,snail,animal,,,,,,,,,,
U+1F490,bouquet,flower,,,,,,,,,,
U+1F338,blossom,cherry,flower,,,,,,,,,
U+1F4AE,white,flower,,,,,,,,,,
U+1F3F5,plant,rosette,,,,,,,,,,
U+1F339,rose,flower,,,,,,,,,,
U+1F940,wilted,flower,,,,,,,,,,
U+1F33A,hibiscus,flower,,,,,,,,,,
U+1F33B,sun,flower,sunflower,,,,,,,,,
U+1F33C,blossom,flower,,,,,,,,,,
U+1F337,tulip,flower,,,,,,,,,,
U+1F331,young,seedling,,,,,,,,,,
U+1F332,evergreen,tree,,,,,,,,,,
U+1F333,deciduous,tree,shedding,,,,,,,,,
U+1F334,tree,palm,,,,,,,,,,
U+1F335,plant,cactus,,,,,,,,,,
U+1F33E,ear,sheaf,rice,grain,,,,,,,,
U+1F33F,herb,leaf,,,,,,,,,,
U+2618,shamrock,plant,,,,,,,,,,
U+1F340,four,clover,leaf,,,,,,,,,
U+1F341,falling,leaf,maple,,,,,,,,,
U+1F342,leaf,falling,fallen,,,,,,,,,
U+1F343,blow,fluttering,leaf,flutter,wind,,,,,,,
U+1F347,fruit,grape,grapes,,,,,,,,,
U+1F348,melon,fruit,,,,,,,,,,
U+1F349,fruit,watermelon,,,,,,,,,,
U+1F34A,orange,fruit,tangerine,,,,,,,,,
U+1F34B,citrus,fruit,lemon,,,,,,,,,
U+1F34C,fruit,banana,,,,,,,,,,
U+1F34D,fruit,pineapple,,,,,,,,,,
U+1F34E,fruit,apple,red,,,,,,,,,
U+1F34F,fruit,green,apple,,,,,,,,,
U+1F350,fruit,pear,,,,,,,,,,
U+1F351,fruit,peach,,,,,,,,,,
U+1F352,cherry,cherries,fruit,,,,,,,,,
U+1F353,strawberry,fruit,berry,,,,,,,,,
U+1F95D,kiwi,food,fruit,,,,,,,,,
U+1F345,tomato,vegetable,fruit,,,,,,,,,
U+1F951,food,fruit,avocado,,,,,,,,,
U+1F346,vegetable,aubergine,eggplant,,,,,,,,,
U+1F954,food,vegetable,potato,,,,,,,,,
U+1F955,food,vegetable,carrot,,,,,,,,,
U+1F33D,maize,corn,ear,maze,,,,,,,,
U+1F336,hot,pepper,,,,,,,,,,
