1,U+1F600,grinning,face,face,grin
38,U+1F924,drooling,face,drooling,face
39,U+1F612,unamused,face,face,unamused,unhappy
40,U+1F613,face,cold,sweat,cold,face,sweat
41,U+1F614,pensive,face,dejected,face,pensive
42,U+1F615,confused,face,confused,face
43,U+1F643,upside-down,face,face,upside-down
44,U+1F911,money-mouth,face,face,money,mouth
45,U+1F632,astonished,face,astonished,face,shocked,totally
46,U+1F641,slightly,frowning,face,face,frown
47,U+1F616,confounded,face,confounded,face
48,U+1F61E,disappointed,face,disappointed,face
49,U+1F61F,worried,face,face,worried
50,U+1F624,face,steam,nose,face,triumph
51,U+1F622,crying,face,cry,face,sad,tear
52,U+1F62D,loudly,crying,face,cry,face,sad,sob,tear
53,U+1F626,frowning,face,open,mouth,face,frown,mouth,open
54,U+1F628,fearful,face,face,fear,fearful,scared
55,U+1F629,weary,face,face,tired,weary
56,U+1F92F,exploding,head,shocked
57,U+1F62C,grimacing,face,face,grimace
58,U+1F630,face,open,mouth,&,cold,sweat,blue,cold,face,mouth,open,rushed,sweat
59,U+1F631,face,screaming,fear,face,fear,fearful,munch,scared,scream
60,U+1F633,flushed,face,dazed,face,flushed
61,U+1F92A,crazy,face,eye,large,small
62,U+1F635,dizzy,face,dizzy,face
63,U+1F621,pouting,face,angry,face,mad,pouting,rage,red
64,U+1F620,angry,face,angry,face,mad
65,U+1F92C,face,symbols,mouth,cursing
66,U+1F637,face,medical,mask,cold,doctor,face,mask,medicine,sick
67,U+1F912,face,thermometer,face,ill,sick,thermometer
68,U+1F915,face,head-bandage,bandage,face,hurt,injury
69,U+1F922,nauseated,face,face,nauseated,vomit
70,U+1F92E,face,vomiting,sick,vomit
71,U+1F927,sneezing,face,face,gesundheit,sneeze
72,U+1F607,smiling,face,halo,angel,face,fairy,tale,fantasy,halo,innocent,smile
73,U+1F920,cowboy,hat,face,cowboy,cowgirl,face,hat
74,U+1F921,clown,face,clown,face
75,U+1F92B,shushing,face
76,U+1F92D,face,hand,mouth,whoops,shock,sudden,realization,surprise
77,U+1F9D0,face,monocle,stuffy,wealthy
78,U+1F608,smiling,face,horns,face,fairy,tale,fantasy,horns,smile
79,U+1F47F,angry,face,horns,demon,devil,face,fairy,tale,fantasy,imp
80,U+1F479,ogre,creature,face,fairy,tale,fantasy,monster,troll
81,U+1F47A,goblin,creature,face,fairy,tale,fantasy,monster
82,U+1F480,skull,death,face,fairy,tale,monster
83,U+2620,skull,crossbones,crossbones,death,face,monster,skull
84,U+1F47B,ghost,creature,face,fairy,tale,fantasy,monster
85,U+1F47E,alien,monster,alien,creature,extraterrestrial,face,fairy,tale,fantasy,monster,ufo
86,U+1F916,robot,face,face,monster,robot
87,U+1F4A9,pile,poo,comic,dung,face,monster,poo,poop
88,U+1F63A,smiling,cat,face,open,mouth,cat,face,mouth,open,smile
89,U+1F638,grinning,cat,face,smiling,eyes,cat,eye,face,grin,smile
90,U+1F639,cat,face,tears,joy,cat,face,joy,tear
91,U+1F63B,smiling,cat,face,heart-eyes,cat,eye,face,love,smile
92,U+1F63C,cat,face,wry,smile,cat,face,ironic,smile,wry
93,U+1F63D,kissing,cat,face,closed,eyes,cat,eye,face,kiss
94,U+1F63F,crying,cat,face,cat,cry,face,sad,tear
95,U+1F63E,pouting,cat,face,cat,face,pouting
96,U+1F648,see-no-evil,monkey,evil,face,forbidden,gesture,monkey,prohibited,see
97,U+1F649,hear-no-evil,monkey,evil,face,forbidden,gesture,hear,monkey,prohibited
98,U+1F64A,speak-no-evil,monkey,evil,face,forbidden,gesture,monkey,prohibited,speak
99,U+1F476,baby,baby,young
100,U+1F476 U+1F3FB,baby,light,skin,tone,baby,light,skin,tone,young
101,U+1F476 U+1F3FC,baby,medium-light,skin,tone,baby,medium-light,skin,tone,young
102,U+1F476 U+1F3FD,baby,medium,skin,tone,baby,medium,skin,tone,young
103,U+1F476 U+1F3FE,baby,medium-dark,skin,tone,baby,medium-dark,skin,tone,young
104,U+1F476 U+1F3FF,baby,dark,skin,tone,baby,dark,skin,tone,young
105,U+1F9D2,child,gender-neutral,young,(no,specific,gender)
106,U+1F9D2 U+1F3FC,child,medium-light,skin,tone,gender-neutral,medium-light,skin,tone,young
107,U+1F9D2 U+1F3FD,child,medium,skin,tone,gender-neutral,medium,skin,tone,young
108,U+1F9D2 U+1F3FE,child,medium-dark,skin,tone,gender-neutral,medium-dark,skin,tone,young
109,U+1F9D2 U+1F3FF,child,dark,skin,tone,dark,skin,tone,gender-neutral,young
110,U+1F466,boy,boy,young
111,U+1F466 U+1F3FB,boy,light,skin,tone,boy,light,skin,tone,young
112,U+1F466 U+1F3FC,boy,medium-light,skin,tone,boy,medium-light,skin,tone,young
113,U+1F466 U+1F3FD,boy,medium,skin,tone,boy,medium,skin,tone,young
114,U+1F466 U+1F3FE,boy,medium-dark,skin,tone,boy,medium-dark,skin,tone,young
115,U+1F466 U+1F3FF,boy,dark,skin,tone,boy,dark,skin,tone,young
116,U+1F467 U+1F3FB,girl,light,skin,tone,Virgo,light,skin,tone,young,zodiac
117,U+1F467 U+1F3FC,girl,medium-light,skin,tone,Virgo,medium-light,skin,tone,young,zodiac
118,U+1F467 U+1F3FD,girl,medium,skin,tone,Virgo,medium,skin,tone,young,zodiac
119,U+1F467 U+1F3FE,girl,medium-dark,skin,tone,Virgo,medium-dark,skin,tone,young,zodiac
120,U+1F9D1,adult,gender-neutral,(no,specific,gender)
121,U+1F9D1 U+1F3FB,adult,light,skin,tone,gender-neutral,light,skin,tone
122,U+1F9D1 U+1F3FC,adult,medium-light,skin,tone,gender-neutral,medium-light,skin,tone
123,U+1F9D1 U+1F3FD,adult,medium,skin,tone,gender-neutral,medium,skin,tone
124,U+1F9D1 U+1F3FE,adult,medium-dark,skin,tone,gender-neutral,medium-dark,skin,tone
125,U+1F9D1 U+1F3FF,adult,dark,skin,tone,dark,skin,tone,gender-neutral
126,U+1F468,man,man
127,U+1F468 U+1F3FB,man,light,skin,tone,light,skin,tone,man
128,U+1F468 U+1F3FC,man,medium-light,skin,tone,man,medium-light,skin,tone
129,U+1F468 U+1F3FD,man,medium,skin,tone,man,medium,skin,tone
130,U+1F468 U+1F3FE,man,medium-dark,skin,tone,man,medium-dark,skin,tone
131,U+1F468 U+1F3FF,man,dark,skin,tone,dark,skin,tone,man
132,U+1F469,woman,woman
133,U+1F469 U+1F3FB,woman,light,skin,tone,light,skin,tone,woman
134,U+1F469 U+1F3FC,woman,medium-light,skin,tone,medium-light,skin,tone,woman
135,U+1F469 U+1F3FD,woman,medium,skin,tone,medium,skin,tone,woman
136,U+1F469 U+1F3FE,woman,medium-dark,skin,tone,medium-dark,skin,tone,woman
137,U+1F469 U+1F3FF,woman,dark,skin,tone,dark,skin,tone,woman
138,U+1F9D3,older,adult,gender-neutral,old,(no,specific,gender)
139,U+1F9D3 U+1F3FB,older,adult,light,skin,tone,gender-neutral,light,skin,tone,old
140,U+1F9D3 U+1F3FC,older,adult,medium-light,skin,tone,gender-neutral,medium-light,skin,tone,old
141,U+1F9D3 U+1F3FE,older,adult,medium-dark,skin,tone,gender-neutral,medium-dark,skin,tone,old
142,U+1F9D3 U+1F3FF,older,adult,dark,skin,tone,dark,skin,tone,gender-neutral,old
143,U+1F474,old,man,man,old
144,U+1F474 U+1F3FB,old,man,light,skin,tone,light,skin,tone,man,old
145,U+1F474 U+1F3FC,old,man,medium-light,skin,tone,man,medium-light,skin,tone,old
146,U+1F474 U+1F3FD,old,man,medium,skin,tone,man,medium,skin,tone,old
147,U+1F474 U+1F3FE,old,man,medium-dark,skin,tone,man,medium-dark,skin,tone,old
148,U+1F474 U+1F3FF,old,man,dark,skin,tone,dark,skin,tone,man,old
149,U+1F475,old,woman,old,woman
150,U+1F475 U+1F3FB,old,woman,light,skin,tone,light,skin,tone,old,woman
151,U+1F475 U+1F3FC,old,woman,medium-light,skin,tone,medium-light,skin,tone,old,woman
152,U+1F475 U+1F3FD,old,woman,medium,skin,tone,medium,skin,tone,old,woman
153,U+1F475 U+1F3FE,old,woman,medium-dark,skin,tone,medium-dark,skin,tone,old,woman
154,U+1F475 U+1F3FF,old,woman,dark,skin,tone,dark,skin,tone,old,woman
155,U+1F468 U+200D U+2695 U+FE0F,man,health,worker,doctor,healthcare,man,nurse,therapist
156,U+1F468 U+1F3FB U+200D U+2695 U+FE0F,man,health,worker,light,skin,tone,doctor,healthcare,light,skin,tone,man,nurse,therapist
157,U+1F468 U+1F3FC U+200D U+2695 U+FE0F,man,health,worker,medium-light,skin,tone,doctor,healthcare,man,medium-light,skin,tone,nurse,therapist
158,U+1F468 U+1F3FD U+200D U+2695 U+FE0F,man,health,worker,medium,skin,tone,doctor,healthcare,man,medium,skin,tone,nurse,therapist
159,U+1F468 U+1F3FE U+200D U+2695 U+FE0F,man,health,worker,medium-dark,skin,tone,doctor,healthcare,man,medium-dark,skin,tone,nurse,therapist
160,U+1F468 U+1F3FF U+200D U+2695 U+FE0F,man,health,worker,dark,skin,tone,dark,skin,tone,doctor,healthcare,man,nurse,therapist
161,U+1F469 U+200D U+2695 U+FE0F,woman,health,worker,doctor,healthcare,nurse,therapist,woman
162,U+1F469 U+1F3FC U+200D U+2695 U+FE0F,woman,health,worker,medium-light,skin,tone,doctor,healthcare,medium-light,skin,tone,nurse,therapist,woman
163,U+1F469 U+1F3FD U+200D U+2695 U+FE0F,woman,health,worker,medium,skin,tone,doctor,healthcare,medium,skin,tone,nurse,therapist,woman
164,U+1F469 U+1F3FE U+200D U+2695 U+FE0F,woman,health,worker,medium-dark,skin,tone,doctor,healthcare,medium-dark,skin,tone,nurse,therapist,woman
165,U+1F469 U+1F3FF U+200D U+2695 U+FE0F,woman,health,worker,dark,skin,tone,dark,skin,tone,doctor,healthcare,nurse,therapist,woman
166,U+1F468 U+200D U+1F393,man,student,graduate,man,student
167,U+1F468 U+1F3FB U+200D U+1F393,man,student,light,skin,tone,graduate,light,skin,tone,man,student
168,U+1F468 U+1F3FC U+200D U+1F393,man,student,medium-light,skin,tone,graduate,man,medium-light,skin,tone,student
169,U+1F468 U+1F3FD U+200D U+1F393,man,student,medium,skin,tone,graduate,man,medium,skin,tone,student
170,U+1F468 U+1F3FE U+200D U+1F393,man,student,medium-dark,skin,tone,graduate,man,medium-dark,skin,tone,student
171,U+1F468 U+1F3FF U+200D U+1F393,man,student,dark,skin,tone,dark,skin,tone,graduate,man,student
172,U+1F469 U+200D U+1F393,woman,student,graduate,student,woman
173,U+1F469 U+1F3FB U+200D U+1F393,woman,student,light,skin,tone,graduate,light,skin,tone,student,woman
174,U+1F469 U+1F3FC U+200D U+1F393,woman,student,medium-light,skin,tone,graduate,medium-light,skin,tone,student,woman
175,U+1F469 U+1F3FD U+200D U+1F393,woman,student,medium,skin,tone,graduate,medium,skin,tone,student,woman
176,U+1F469 U+1F3FE U+200D U+1F393,woman,student,medium-dark,skin,tone,graduate,medium-dark,skin,tone,student,woman
177,U+1F469 U+1F3FF U+200D U+1F393,woman,student,dark,skin,tone,dark,skin,tone,graduate,student,woman
178,U+1F468 U+200D U+1F3EB,man,teacher,instructor,man,professor,teacher
179,U+1F468 U+1F3FB U+200D U+1F3EB,man,teacher,light,skin,tone,instructor,light,skin,tone,man,professor,teacher
180,U+1F468 U+1F3FC U+200D U+1F3EB,man,teacher,medium-light,skin,tone,instructor,man,medium-light,skin,tone,professor,teacher
181,U+1F468 U+1F3FD U+200D U+1F3EB,man,teacher,medium,skin,tone,instructor,man,medium,skin,tone,professor,teacher
182,U+1F468 U+1F3FE U+200D U+1F3EB,man,teacher,medium-dark,skin,tone,instructor,man,medium-dark,skin,tone,professor,teacher
183,U+1F469 U+200D U+1F3EB,woman,teacher,instructor,professor,teacher,woman
184,U+1F469 U+1F3FB U+200D U+1F3EB,woman,teacher,light,skin,tone,instructor,light,skin,tone,professor,teacher,woman
185,U+1F469 U+1F3FC U+200D U+1F3EB,woman,teacher,medium-light,skin,tone,instructor,medium-light,skin,tone,professor,teacher,woman
186,U+1F469 U+1F3FD U+200D U+1F3EB,woman,teacher,medium,skin,tone,instructor,medium,skin,tone,professor,teacher,woman
187,U+1F469 U+1F3FE U+200D U+1F3EB,woman,teacher,medium-dark,skin,tone,instructor,medium-dark,skin,tone,professor,teacher,woman
188,U+1F469 U+1F3FF U+200D U+1F3EB,woman,teacher,dark,skin,tone,dark,skin,tone,instructor,professor,teacher,woman
189,U+1F468 U+200D U+2696 U+FE0F,man,judge,justice,man,scales
190,U+1F468 U+1F3FB U+200D U+2696 U+FE0F,man,judge,light,skin,tone,justice,light,skin,tone,man,scales
191,U+1F468 U+1F3FC U+200D U+2696 U+FE0F,man,judge,medium-light,skin,tone,justice,man,medium-light,skin,tone,scales
192,U+1F468 U+1F3FD U+200D U+2696 U+FE0F,man,judge,medium,skin,tone,justice,man,medium,skin,tone,scales
193,U+1F468 U+1F3FE U+200D U+2696 U+FE0F,man,judge,medium-dark,skin,tone,justice,man,medium-dark,skin,tone,scales
194,U+1F468 U+1F3FF U+200D U+2696 U+FE0F,man,judge,dark,skin,tone,dark,skin,tone,justice,man,scales
195,U+1F469 U+200D U+2696 U+FE0F,woman,judge,judge,scales,woman
196,U+1F469 U+1F3FB U+200D U+2696 U+FE0F,woman,judge,light,skin,tone,judge,light,skin,tone,scales,woman
197,U+1F469 U+1F3FC U+200D U+2696 U+FE0F,woman,judge,medium-light,skin,tone,judge,medium-light,skin,tone,scales,woman
198,U+1F469 U+1F3FD U+200D U+2696 U+FE0F,woman,judge,medium,skin,tone,judge,medium,skin,tone,scales,woman
199,U+1F469 U+1F3FE U+200D U+2696 U+FE0F,woman,judge,medium-dark,skin,tone,judge,medium-dark,skin,tone,scales,woman
200,U+1F469 U+1F3FF U+200D U+2696 U+FE0F,woman,judge,dark,skin,tone,dark,skin,tone,judge,scales,woman
201,U+1F468 U+200D U+1F33E,man,farmer,farmer,gardener,man,rancher
202,U+1F468 U+1F3FB U+200D U+1F33E,man,farmer,light,skin,tone,farmer,gardener,light,skin,tone,man,rancher
203,U+1F468 U+1F3FC U+200D U+1F33E,man,farmer,medium-light,skin,tone,farmer,gardener,man,medium-light,skin,tone,rancher
204,U+1F468 U+1F3FE U+200D U+1F33E,man,farmer,medium-dark,skin,tone,farmer,gardener,man,medium-dark,skin,tone,rancher
205,U+1F468 U+1F3FF U+200D U+1F33E,man,farmer,dark,skin,tone,dark,skin,tone,farmer,gardener,man,rancher
206,U+1F469 U+200D U+1F33E,woman,farmer,farmer,gardener,rancher,woman
207,U+1F469 U+1F3FB U+200D U+1F33E,woman,farmer,light,skin,tone,farmer,gardener,light,skin,tone,rancher,woman
208,U+1F469 U+1F3FC U+200D U+1F33E,woman,farmer,medium-light,skin,tone,farmer,gardener,medium-light,skin,tone,rancher,woman
209,U+1F469 U+1F3FD U+200D U+1F33E,woman,farmer,medium,skin,tone,farmer,gardener,medium,skin,tone,rancher,woman
210,U+1F469 U+1F3FE U+200D U+1F33E,woman,farmer,medium-dark,skin,tone,farmer,gardener,medium-dark,skin,tone,rancher,woman
211,U+1F469 U+1F3FF U+200D U+1F33E,woman,farmer,dark,skin,tone,dark,skin,tone,farmer,gardener,rancher,woman
212,U+1F468 U+200D U+1F373,man,cook,chef,cook,man
213,U+1F468 U+1F3FB U+200D U+1F373,man,cook,light,skin,tone,chef,cook,light,skin,tone,man
214,U+1F468 U+1F3FC U+200D U+1F373,man,cook,medium-light,skin,tone,chef,cook,man,medium-light,skin,tone
215,U+1F468 U+1F3FD U+200D U+1F373,man,cook,medium,skin,tone,chef,cook,man,medium,skin,tone
216,U+1F468 U+1F3FE U+200D U+1F373,man,cook,medium-dark,skin,tone,chef,cook,man,medium-dark,skin,tone
217,U+1F468 U+1F3FF U+200D U+1F373,man,cook,dark,skin,tone,chef,cook,dark,skin,tone,man
218,U+1F469 U+200D U+1F373,woman,cook,chef,cook,woman
219,U+1F469 U+1F3FB U+200D U+1F373,woman,cook,light,skin,tone,chef,cook,light,skin,tone,woman
220,U+1F469 U+1F3FC U+200D U+1F373,woman,cook,medium-light,skin,tone,chef,cook,medium-light,skin,tone,woman
221,U+1F469 U+1F3FD U+200D U+1F373,woman,cook,medium,skin,tone,chef,cook,medium,skin,tone,woman
222,U+1F469 U+1F3FE U+200D U+1F373,woman,cook,medium-dark,skin,tone,chef,cook,medium-dark,skin,tone,woman
223,U+1F469 U+1F3FF U+200D U+1F373,woman,cook,dark,skin,tone,chef,cook,dark,skin,tone,woman
224,U+1F468 U+200D U+1F527,man,mechanic,electrician,man,mechanic,plumber,tradesperson
225,U+1F468 U+1F3FC U+200D U+1F527,man,mechanic,medium-light,skin,tone,electrician,man,mechanic,medium-light,skin,tone,plumber,tradesperson
226,U+1F468 U+1F3FD U+200D U+1F527,man,mechanic,medium,skin,tone,electrician,man,mechanic,medium,skin,tone,plumber,tradesperson
227,U+1F468 U+1F3FE U+200D U+1F527,man,mechanic,medium-dark,skin,tone,electrician,man,mechanic,medium-dark,skin,tone,plumber,tradesperson
228,U+1F468 U+1F3FF U+200D U+1F527,man,mechanic,dark,skin,tone,dark,skin,tone,electrician,man,mechanic,plumber,tradesperson
229,U+1F469 U+200D U+1F527,woman,mechanic,electrician,mechanic,plumber,tradesperson,woman
230,U+1F469 U+1F3FB U+200D U+1F527,woman,mechanic,light,skin,tone,electrician,light,skin,tone,mechanic,plumber,tradesperson,woman
231,U+1F469 U+1F3FC U+200D U+1F527,woman,mechanic,medium-light,skin,tone,electrician,mechanic,medium-light,skin,tone,plumber,tradesperson,woman
232,U+1F469 U+1F3FD U+200D U+1F527,woman,mechanic,medium,skin,tone,electrician,mechanic,medium,skin,tone,plumber,tradesperson,woman
233,U+1F469 U+1F3FE U+200D U+1F527,woman,mechanic,medium-dark,skin,tone,electrician,mechanic,medium-dark,skin,tone,plumber,tradesperson,woman
234,U+1F469 U+1F3FF U+200D U+1F527,woman,mechanic,dark,skin,tone,dark,skin,tone,electrician,mechanic,plumber,tradesperson,woman
235,U+1F468 U+200D U+1F3ED,man,factory,worker,assembly,factory,industrial,man,worker
236,U+1F468 U+1F3FB U+200D U+1F3ED,man,factory,worker,light,skin,tone,assembly,factory,industrial,light,skin,tone,man,worker
237,U+1F468 U+1F3FC U+200D U+1F3ED,man,factory,worker,medium-light,skin,tone,assembly,factory,industrial,man,medium-light,skin,tone,worker
238,U+1F468 U+1F3FD U+200D U+1F3ED,man,factory,worker,medium,skin,tone,assembly,factory,industrial,man,medium,skin,tone,worker
239,U+1F468 U+1F3FE U+200D U+1F3ED,man,factory,worker,medium-dark,skin,tone,assembly,factory,industrial,man,medium-dark,skin,tone,worker
240,U+1F468 U+1F3FF U+200D U+1F3ED,man,factory,worker,dark,skin,tone,assembly,dark,skin,tone,factory,industrial,man,worker
241,U+1F469 U+200D U+1F3ED,woman,factory,worker,assembly,factory,industrial,woman,worker
242,U+1F469 U+1F3FB U+200D U+1F3ED,woman,factory,worker,light,skin,tone,assembly,factory,industrial,light,skin,tone,woman,worker
243,U+1F469 U+1F3FC U+200D U+1F3ED,woman,factory,worker,medium-light,skin,tone,assembly,factory,industrial,medium-light,skin,tone,woman,worker
244,U+1F469 U+1F3FD U+200D U+1F3ED,woman,factory,worker,medium,skin,tone,assembly,factory,industrial,medium,skin,tone,woman,worker
245,U+1F469 U+1F3FE U+200D U+1F3ED,woman,factory,worker,medium-dark,skin,tone,assembly,factory,industrial,medium-dark,skin,tone,woman,worker
246,U+1F468 U+200D U+1F4BC,man,office,worker,architect,business,man,manager,office,white-collar
247,U+1F468 U+1F3FB U+200D U+1F4BC,man,office,worker,light,skin,tone,architect,business,light,skin,tone,man,manager,office,white-collar
248,U+1F468 U+1F3FC U+200D U+1F4BC,man,office,worker,medium-light,skin,tone,architect,business,man,manager,medium-light,skin,tone,office,white-collar
249,U+1F468 U+1F3FD U+200D U+1F4BC,man,office,worker,medium,skin,tone,architect,business,man,manager,medium,skin,tone,office,white-collar
250,U+1F468 U+1F3FE U+200D U+1F4BC,man,office,worker,medium-dark,skin,tone,architect,business,man,manager,medium-dark,skin,tone,office,white-collar
251,U+1F468 U+1F3FF U+200D U+1F4BC,man,office,worker,dark,skin,tone,architect,business,dark,skin,tone,man,manager,office,white-collar
252,U+1F469 U+200D U+1F4BC,woman,office,worker,architect,business,manager,office,white-collar,woman
253,U+1F469 U+1F3FB U+200D U+1F4BC,woman,office,worker,light,skin,tone,architect,business,light,skin,tone,manager,office,white-collar,woman
254,U+1F469 U+1F3FC U+200D U+1F4BC,woman,office,worker,medium-light,skin,tone,architect,business,manager,medium-light,skin,tone,office,white-collar,woman
255,U+1F469 U+1F3FD U+200D U+1F4BC,woman,office,worker,medium,skin,tone,architect,business,manager,medium,skin,tone,office,white-collar,woman
256,U+1F469 U+1F3FE U+200D U+1F4BC,woman,office,worker,medium-dark,skin,tone,architect,business,manager,medium-dark,skin,tone,office,white-collar,woman
257,U+1F469 U+1F3FF U+200D U+1F4BC,woman,office,worker,dark,skin,tone,architect,business,dark,skin,tone,manager,office,white-collar,woman
258,U+1F468 U+200D U+1F52C,man,scientist,biologist,chemist,engineer,man,mathematician,physicist,scientist
259,U+1F468 U+1F3FB U+200D U+1F52C,man,scientist,light,skin,tone,biologist,chemist,engineer,light,skin,tone,man,mathematician,physicist,scientist
260,U+1F468 U+1F3FC U+200D U+1F52C,man,scientist,medium-light,skin,tone,biologist,chemist,engineer,man,mathematician,medium-light,skin,tone,physicist,scientist
261,U+1F468 U+1F3FD U+200D U+1F52C,man,scientist,medium,skin,tone,biologist,chemist,engineer,man,mathematician,medium,skin,tone,physicist,scientist
262,U+1F468 U+1F3FE U+200D U+1F52C,man,scientist,medium-dark,skin,tone,biologist,chemist,engineer,man,mathematician,medium-dark,skin,tone,physicist,scientist
263,U+1F468 U+1F3FF U+200D U+1F52C,man,scientist,dark,skin,tone,biologist,chemist,dark,skin,tone,engineer,man,mathematician,physicist,scientist
264,U+1F469 U+200D U+1F52C,woman,scientist,biologist,chemist,engineer,mathematician,physicist,scientist,woman
265,U+1F469 U+1F3FB U+200D U+1F52C,woman,scientist,light,skin,tone,biologist,chemist,engineer,light,skin,tone,mathematician,physicist,scientist,woman
266,U+1F469 U+1F3FC U+200D U+1F52C,woman,scientist,medium-light,skin,tone,biologist,chemist,engineer,mathematician,medium-light,skin,tone,physicist,scientist,woman
267,U+1F469 U+1F3FE U+200D U+1F52C,woman,scientist,medium-dark,skin,tone,biologist,chemist,engineer,mathematician,medium-dark,skin,tone,physicist,scientist,woman
268,U+1F469 U+1F3FF U+200D U+1F52C,woman,scientist,dark,skin,tone,biologist,chemist,dark,skin,tone,engineer,mathematician,physicist,scientist,woman
269,U+1F468 U+200D U+1F4BB,man,technologist,coder,developer,inventor,man,software,technologist
270,U+1F468 U+1F3FB U+200D U+1F4BB,man,technologist,light,skin,tone,coder,developer,inventor,light,skin,tone,man,software,technologist
271,U+1F468 U+1F3FC U+200D U+1F4BB,man,technologist,medium-light,skin,tone,coder,developer,inventor,man,medium-light,skin,tone,software,technologist
272,U+1F468 U+1F3FD U+200D U+1F4BB,man,technologist,medium,skin,tone,coder,developer,inventor,man,medium,skin,tone,software,technologist
273,U+1F468 U+1F3FE U+200D U+1F4BB,man,technologist,medium-dark,skin,tone,coder,developer,inventor,man,medium-dark,skin,tone,software,technologist
274,U+1F468 U+1F3FF U+200D U+1F4BB,man,technologist,dark,skin,tone,coder,dark,skin,tone,developer,inventor,man,software,technologist
275,U+1F469 U+200D U+1F4BB,woman,technologist,coder,developer,inventor,software,technologist,woman
276,U+1F469 U+1F3FB U+200D U+1F4BB,woman,technologist,light,skin,tone,coder,developer,inventor,light,skin,tone,software,technologist,woman
277,U+1F469 U+1F3FC U+200D U+1F4BB,woman,technologist,medium-light,skin,tone,coder,developer,inventor,medium-light,skin,tone,software,technologist,woman
278,U+1F469 U+1F3FD U+200D U+1F4BB,woman,technologist,medium,skin,tone,coder,developer,inventor,medium,skin,tone,software,technologist,woman
279,U+1F469 U+1F3FE U+200D U+1F4BB,woman,technologist,medium-dark,skin,tone,coder,developer,inventor,medium-dark,skin,tone,software,technologist,woman
280,U+1F469 U+1F3FF U+200D U+1F4BB,woman,technologist,dark,skin,tone,coder,dark,skin,tone,developer,inventor,software,technologist,woman
281,U+1F468 U+200D U+1F3A4,man,singer,actor,entertainer,man,rock,singer,star
282,U+1F468 U+1F3FB U+200D U+1F3A4,man,singer,light,skin,tone,actor,entertainer,light,skin,tone,man,rock,singer,star
283,U+1F468 U+1F3FC U+200D U+1F3A4,man,singer,medium-light,skin,tone,actor,entertainer,man,medium-light,skin,tone,rock,singer,star
284,U+1F468 U+1F3FD U+200D U+1F3A4,man,singer,medium,skin,tone,actor,entertainer,man,medium,skin,tone,rock,singer,star
285,U+1F468 U+1F3FE U+200D U+1F3A4,man,singer,medium-dark,skin,tone,actor,entertainer,man,medium-dark,skin,tone,rock,singer,star
286,U+1F468 U+1F3FF U+200D U+1F3A4,man,singer,dark,skin,tone,actor,dark,skin,tone,entertainer,man,rock,singer,star
287,U+1F469 U+200D U+1F3A4,woman,singer,actor,entertainer,rock,singer,star,woman
288,U+1F469 U+1F3FC U+200D U+1F3A4,woman,singer,medium-light,skin,tone,actor,entertainer,medium-light,skin,tone,rock,singer,star,woman
289,U+1F469 U+1F3FD U+200D U+1F3A4,woman,singer,medium,skin,tone,actor,entertainer,medium,skin,tone,rock,singer,star,woman
